artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Before You Exit,Clouds,MelodicWanderer,False,271846,47,0.391,-13.881,78.805,0.922,0.175,0.259,0.0896,0.0353,['teen pop'],2016
Zach Sobiech,Clouds,MelodicWanderer,False,179626,45,0.659,-6.544,96.935,0.151,0.64,0.211,0.109,0.0263,[],2012
Daniel Leggs,part of the play,MelodicWanderer,False,134921,20,0.628,-9.864,110.034,0.613,0.367,0.302,0.18,0.0301,[],2023
Citizen Soldier,Reason to Live,MelodicWanderer,False,189080,42,0.457,-8.093,139.238,0.506,0.396,0.177,0.0957,0.0448,['gymcore'],2023
Citizen Soldier,Alone With Myself,MelodicWanderer,False,171428,41,0.428,-4.078,140.079,0.0151,0.771,0.473,0.0804,0.0723,['gymcore'],2023
vaultboy,i wish u knew,MelodicWanderer,False,193429,52,0.634,-9.349,92.962,0.827,0.149,0.256,0.122,0.0296,['singer-songwriter pop'],2022
David Kushner,Daylight,MelodicWanderer,False,212953,82,0.508,-9.475,130.09,0.83,0.43,0.324,0.093,0.0335,"['gen z singer-songwriter', 'singer-songwriter pop']",2023
Pearl Jam,The End,MelodicWanderer,False,177400,47,0.587,-10.071,117.296,0.842,0.252,0.332,0.0946,0.0358,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock']",2009
Daughtry,Heavy Is The Crown,MelodicWanderer,False,234687,45,0.214,-4.668,159.869,0.00154,0.808,0.207,0.0741,0.0586,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",2021
Suriel Hess,Reasons to Leave,MelodicWanderer,False,165141,45,0.445,-9.088,142.226,0.825,0.421,0.269,0.105,0.0812,['singer-songwriter pop'],2023
John Mark Nelson,Perfect Stranger,MelodicWanderer,False,154124,44,0.606,-15.646,95.089,0.932,0.151,0.337,0.0855,0.0454,['minneapolis indie'],2022
Etham,12:45 - Stripped,MelodicWanderer,False,179013,53,0.459,-10.66,163.816,0.634,0.214,0.397,0.125,0.0403,['singer-songwriter pop'],2018
Benson Boone,In The Stars,MelodicWanderer,False,216410,75,0.362,-6.031,78.007,0.338,0.54,0.3,0.139,0.0528,['singer-songwriter pop'],2022
Ghostly Kisses,A Different Kind of Love,MelodicWanderer,False,240918,34,0.578,-12.376,119.991,0.898,0.431,0.274,0.321,0.0294,[],2022
Roger Waters,Wait for Her,MelodicWanderer,False,296120,37,0.582,-13.188,128.015,0.578,0.265,0.059,0.097,0.0319,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'symphonic rock']",2017
Zevia,why do i exist,MelodicWanderer,True,154124,40,0.377,-20.57,83.569,0.871,0.107,0.0912,0.37,0.0857,['gen z singer-songwriter'],2022
Flower Face,Angela,MelodicWanderer,False,284143,47,0.49,-13.868,99.892,0.926,0.126,0.102,0.0992,0.0327,['ambient folk'],2018
Alan Walker,I Don't Wanna Go,MelodicWanderer,False,161666,55,0.423,-5.632,148.773,0.136,0.751,0.522,0.243,0.272,['electro house'],2018
OneRepublic,I Lived,MelodicWanderer,False,234546,72,0.593,-5.456,119.984,0.0678,0.85,0.344,0.271,0.0447,"['piano rock', 'pop']",2013
Sleeping At Last,Already Gone,MelodicWanderer,False,243007,65,0.418,-9.997,130.953,0.954,0.248,0.298,0.108,0.0451,"['acoustic pop', 'ambient worship', 'chamber pop']",2016
The Score,Bad Days,MelodicWanderer,False,142466,43,0.681,-4.16,135.942,0.0453,0.857,0.695,0.384,0.0305,"['modern alternative rock', 'pov: indie']",2022
Daughtry,Crawling Back To You,MelodicWanderer,False,225440,48,0.426,-3.437,150.979,0.00686,0.908,0.16,0.167,0.0504,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",2011
The Neighbourhood,Fallen Star,MelodicWanderer,False,224938,66,0.603,-6.259,75.001,0.0696,0.551,0.439,0.192,0.0304,"['modern alternative rock', 'modern rock', 'pop']",2021
Coldplay,People of The Pride,MelodicWanderer,True,217266,57,0.432,-6.785,136.362,0.00581,0.613,0.0911,0.312,0.0349,"['permanent wave', 'pop']",2021
B.I,BTBT,MelodicWanderer,False,219549,63,0.766,-6.932,109.946,0.334,0.664,0.509,0.115,0.177,['k-pop'],2022
Måneskin,THE LONELIEST,MelodicWanderer,False,247067,50,0.514,-4.995,129.75,0.00153,0.595,0.213,0.0762,0.0287,"['indie rock italiano', 'italian pop']",2023
Måneskin,IF NOT FOR YOU,MelodicWanderer,False,194874,49,0.52,-6.585,138.981,0.587,0.433,0.291,0.0942,0.0283,"['indie rock italiano', 'italian pop']",2023
Måneskin,TRASTEVERE,MelodicWanderer,False,182301,60,0.604,-2.942,100.014,0.605,0.542,0.463,0.171,0.0242,"['indie rock italiano', 'italian pop']",2023
Jung Kook,Standing Next to You,MelodicWanderer,False,206019,89,0.711,-4.389,106.017,0.0447,0.809,0.816,0.339,0.0955,['k-pop'],2023
Jung Kook,Shot Glass of Tears,MelodicWanderer,False,167246,72,0.507,-7.188,77.955,0.508,0.394,0.164,0.0825,0.035,['k-pop'],2023
Jung Kook,Hate You,MelodicWanderer,False,154236,71,0.419,-9.321,79.595,0.862,0.274,0.25,0.092,0.0314,['k-pop'],2023
Reamonn,Star - Single Edit,MelodicWanderer,False,255040,40,0.568,-5.379,149.955,0.0466,0.651,0.32,0.118,0.0253,['german pop rock'],2003
The Rasmus,Sky,MelodicWanderer,False,238560,27,0.437,-6.617,188.887,0.0185,0.488,0.25,0.0832,0.0298,"['finnish alternative rock', 'funk metal']",2012
Aerosmith,Dream On,MelodicWanderer,False,267596,80,0.392,-7.583,78.031,0.397,0.476,0.234,0.309,0.0249,"['album rock', 'classic rock', 'hard rock', 'rock']",1973
Nemra,If You Go,MelodicWanderer,False,272964,18,0.441,-8.756,78.962,0.296,0.522,0.159,0.0772,0.0271,"['armenian folk', 'armenian indie']",2019
Etham,You're the Reason,MelodicWanderer,False,182374,41,0.581,-8.12,138.913,0.336,0.396,0.156,0.122,0.0324,['singer-songwriter pop'],2022
Sleep Token,The Apparition,MelodicWanderer,False,268159,69,0.452,-6.939,137.98,0.0112,0.687,0.215,0.294,0.0456,['prog metal'],2023
Benson Boone,Beautiful Things,MelodicWanderer,False,180304,89,0.472,-5.692,105.029,0.151,0.471,0.219,0.14,0.0603,['singer-songwriter pop'],2024
SawanoHiroyuki[nZk],DARK ARIA <LV2>,MelodicWanderer,False,142080,62,0.449,-6.814,80.022,0.405,0.516,0.167,0.137,0.0306,"['anime', 'j-pixie']",2024
Jimin,Who,MelodicWanderer,False,170887,92,0.66,-3.743,116.034,0.00289,0.756,0.838,0.193,0.032,['k-pop'],2024
Panic! At The Disco,High Hopes,MelodicWanderer,False,190946,79,0.579,-2.729,82.014,0.193,0.904,0.681,0.064,0.0618,['pop'],2018
Anathema,Flying - Remastered,MelodicWanderer,False,357013,51,0.376,-8.276,141.738,0.0162,0.374,0.0451,0.263,0.0323,"['gothic metal', 'progressive doom', 'progressive metal']",2003
YMIR,Craving - Acoustic,MelodicWanderer,True,204521,32,0.419,-8.67,115.422,0.248,0.423,0.15,0.157,0.0295,[],2022
Diary Of Dreams,She,MelodicWanderer,False,247626,14,0.809,-10.542,120.022,0.636,0.409,0.275,0.0823,0.0339,"['dark wave', 'german alternative rock', 'neue deutsche todeskunst']",2012
Billie Eilish,BIRDS OF A FEATHER,MelodicWanderer,False,210373,97,0.747,-10.171,104.978,0.2,0.507,0.438,0.117,0.0358,"['art pop', 'pop']",2024
Djo,End of Beginning,MelodicWanderer,False,159245,52,0.689,-7.643,159.982,0.0351,0.454,0.912,0.0707,0.0584,"['pov: indie', 'psychedelic pop']",2022
Nickelback,How You Remind Me,MelodicWanderer,False,223840,83,0.446,-5.042,172.094,0.00135,0.764,0.543,0.099,0.033,"['alternative metal', 'canadian rock', 'post-grunge']",2001
Alex Warren,Chasing Shadows,MelodicWanderer,False,164027,63,0.78,-8.039,120.017,0.556,0.604,0.404,0.112,0.0403,"['gen z singer-songwriter', 'singer-songwriter pop']",2024
Alex Warren,Carry You Home,MelodicWanderer,False,166880,75,0.525,-7.094,123.787,0.468,0.66,0.458,0.128,0.111,"['gen z singer-songwriter', 'singer-songwriter pop']",2024
push baby,Wishing We Were More Than Friends,MelodicWanderer,False,177391,39,0.653,-4.252,115.054,0.179,0.819,0.596,0.0656,0.0278,['uk pop'],2021
Mark Ambor,Belong Together,MelodicWanderer,False,148317,83,0.646,-5.203,90.969,0.491,0.668,0.64,0.212,0.0282,['singer-songwriter pop'],2024
Dua Lipa,Training Season,MelodicWanderer,False,209487,57,0.811,-4.441,123.061,0.0402,0.586,0.663,0.133,0.0464,"['dance pop', 'pop', 'uk pop']",2024
BANNERS,Someone To You,MelodicWanderer,False,219801,73,0.52,-5.497,74.988,0.00517,0.903,0.652,0.254,0.042,['indie poptimism'],2019
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),MelodicWanderer,False,191013,75,0.65,-4.645,118.091,0.0215,0.825,0.593,0.0936,0.0325,"['canadian contemporary r&b', 'canadian pop', 'pop']",2021
Niall Horan,Nice To Meet Ya,MelodicWanderer,False,158805,61,0.591,-4.351,109.031,0.0119,0.841,0.392,0.395,0.0304,['pop'],2020
Niall Horan,Put A Little Love On Me,MelodicWanderer,False,224585,65,0.588,-4.908,95.973,0.671,0.471,0.262,0.105,0.0262,['pop'],2020
Adam Lambert,Ghost Town,MelodicWanderer,True,208330,59,0.703,-5.709,119.955,0.186,0.736,0.274,0.174,0.046,"['dance pop', 'idol', 'pop', 'post-teen pop']",2015
Alec Benjamin,If We Have Each Other,MelodicWanderer,False,181522,74,0.656,-5.566,173.094,0.698,0.577,0.861,0.296,0.0802,"['alt z', 'pop', 'pov: indie']",2018
Ed Sheeran,Bad Habits,MelodicWanderer,False,230746,80,0.807,-3.745,126.011,0.0451,0.893,0.537,0.366,0.0347,"['pop', 'singer-songwriter pop', 'uk pop']",2021
Billie Eilish,Happier Than Ever,MelodicWanderer,True,298899,82,0.332,-8.697,81.055,0.767,0.225,0.297,0.128,0.0348,"['art pop', 'pop']",2021
Jason Mraz,I'm Yours,MelodicWanderer,False,242946,77,0.703,-9.331,150.96,0.559,0.444,0.712,0.0973,0.0417,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",2008
Harry Styles,Two Ghosts,MelodicWanderer,False,229813,65,0.386,-7.095,69.387,0.234,0.407,0.456,0.0999,0.0268,['pop'],2017
Imagine Dragons,Symphony,MelodicWanderer,False,175833,62,0.662,-5.223,90.002,0.0227,0.64,0.921,0.142,0.0742,"['modern rock', 'pop', 'rock']",2022
Loreen,Tattoo,MelodicWanderer,False,183374,79,0.545,-6.235,150.002,0.243,0.779,0.303,0.123,0.0751,['europop'],2023
Apocalyptica,Hole in My Soul,MelodicWanderer,False,245773,33,0.579,-7.718,149.065,0.12,0.471,0.257,0.114,0.0299,"['cello', 'finnish metal']",2015
Flaw,Recognize,MelodicWanderer,False,250960,32,0.27,-4.69,160.433,0.000792,0.753,0.286,0.174,0.0408,"['alternative metal', 'industrial metal', 'nu metal']",2004
Scorpions,Humanity,MelodicWanderer,False,326640,51,0.457,-3.632,86.792,0.0121,0.71,0.36,0.0822,0.0372,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock']",2007
Halestorm,I Miss the Misery,MelodicWanderer,False,183506,62,0.469,-2.219,164.042,0.009,0.969,0.476,0.346,0.0589,"['alternative metal', 'nu metal', 'post-grunge']",2012
Poets of the Fall,Skin,MelodicWanderer,False,266600,28,0.477,-7.79,147.922,0.117,0.541,0.202,0.118,0.0266,['finnish alternative rock'],2012
Videoclub,Amour plastique,MelodicWanderer,False,225040,70,0.702,-7.609,119.992,0.66,0.518,0.234,0.117,0.0297,"['french indie pop', 'french synthpop']",2021
The Dø,"Despair, Hangover & Ecstasy",MelodicWanderer,False,173814,51,0.681,-7.352,143.014,0.0101,0.827,0.763,0.149,0.0329,"['french indie pop', 'french rock', 'rock independant francais']",2014
Imagine Dragons,Children of the Sky (a Starfield song),MelodicWanderer,False,207611,61,0.485,-8.874,82.549,0.234,0.53,0.218,0.123,0.0436,"['modern rock', 'pop', 'rock']",2023
Ethan Bortnick,hide n seek,MelodicWanderer,False,176146,54,0.622,-3.324,89.993,0.0656,0.896,0.483,0.332,0.0382,[],2024
OneRepublic,Sunshine,MelodicWanderer,False,163854,70,0.694,-4.576,140.12,0.167,0.876,0.769,0.278,0.0357,"['piano rock', 'pop']",2024
Panic! At The Disco,House of Memories,MelodicWanderer,False,208706,78,0.506,-5.051,109.952,0.00272,0.817,0.506,0.0486,0.0335,['pop'],2016
Imagine Dragons,Bones,MelodicWanderer,False,165264,74,0.773,-3.678,114.071,0.0206,0.742,0.571,0.0754,0.046,"['modern rock', 'pop', 'rock']",2022
Panic! At The Disco,Don't Let The Light Go Out,MelodicWanderer,False,229517,49,0.492,-4.032,117.637,0.00109,0.59,0.179,0.271,0.0313,['pop'],2022
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),MelodicWanderer,False,217099,76,0.601,-5.844,114.066,0.00987,0.794,0.244,0.418,0.0671,['pop soul'],2019
Alaina Castillo,pocket locket,MelodicWanderer,False,188160,71,0.503,-4.699,166.254,0.144,0.741,0.618,0.0998,0.166,['chill r&b'],2021
New Medicine,Take Me Away,MelodicWanderer,True,137787,54,0.544,-6.115,86.06,0.0382,0.793,0.429,0.066,0.0467,['post-grunge'],2022
Lady Gaga,Million Reasons,MelodicWanderer,False,205280,74,0.666,-8.012,129.893,0.494,0.423,0.154,0.106,0.0429,"['art pop', 'dance pop', 'pop']",2016
Lady Gaga,Always Remember Us This Way,MelodicWanderer,False,210200,82,0.549,-5.972,129.842,0.299,0.502,0.291,0.764,0.0405,"['art pop', 'dance pop', 'pop']",2018
Miley Cyrus,Flowers,MelodicWanderer,False,200600,87,0.706,-4.775,118.048,0.0584,0.691,0.632,0.0232,0.0633,['pop'],2023
Corey Taylor,Beyond,MelodicWanderer,False,257969,51,0.462,-3.096,151.968,5.06e-05,0.992,0.381,0.199,0.0873,"['alternative metal', 'alternative rock', 'nu metal', 'post-grunge']",2023
Imagine Dragons,Follow You,MelodicWanderer,False,175643,70,0.544,-5.984,124.875,0.00197,0.732,0.45,0.486,0.0524,"['modern rock', 'pop', 'rock']",2022
Imagine Dragons,Wrecked,MelodicWanderer,False,244004,68,0.625,-5.828,93.998,0.149,0.562,0.229,0.109,0.0289,"['modern rock', 'pop', 'rock']",2022
Imagine Dragons,Birds,MelodicWanderer,False,219440,69,0.649,-7.428,119.997,0.0146,0.516,0.35,0.145,0.0297,"['modern rock', 'pop', 'rock']",2018
Diary Of Dreams,Endless Nights,MelodicWanderer,False,274480,31,0.39,-5.802,122.006,0.12,0.851,0.319,0.232,0.0466,"['dark wave', 'german alternative rock', 'neue deutsche todeskunst']",2015
girl in red,we fell in love in october,MelodicWanderer,False,184153,86,0.566,-12.808,129.96,0.113,0.366,0.237,0.155,0.028,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",2018
Arctic Monkeys,I Wanna Be Yours,MelodicWanderer,False,183956,90,0.464,-9.345,67.528,0.136,0.417,0.479,0.0974,0.0256,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2013
JVKE,golden hour,MelodicWanderer,False,209259,77,0.515,-4.801,94.467,0.653,0.593,0.153,0.25,0.0322,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",2022
Eric Nam,Any Other Way,MelodicWanderer,False,168200,42,0.709,-5.712,81.03,0.168,0.692,0.55,0.144,0.131,['k-pop'],2022
Little Mix,Little Me,MelodicWanderer,False,235360,53,0.371,-5.092,79.837,0.206,0.795,0.544,0.181,0.0785,"['girl group', 'pop', 'talent show', 'uk pop']",2013
Olivia Rodrigo,happier,MelodicWanderer,True,175933,81,0.395,-9.72,168.924,0.765,0.443,0.338,0.0839,0.133,['pop'],2021
Olivia Rodrigo,good 4 u,MelodicWanderer,True,178146,82,0.563,-5.044,166.928,0.335,0.664,0.688,0.0849,0.154,['pop'],2021
Olivia Rodrigo,drivers license,MelodicWanderer,True,242013,82,0.561,-8.81,143.875,0.768,0.431,0.137,0.106,0.0578,['pop'],2021
Olivia Rodrigo,deja vu,MelodicWanderer,True,215506,83,0.442,-7.222,180.917,0.584,0.612,0.178,0.37,0.112,['pop'],2021
bôa,Duvet,MelodicWanderer,False,203600,82,0.583,-9.414,93.206,0.191,0.888,0.706,0.0936,0.0349,['pov: indie'],2010
Gloria Gaynor,I Will Survive,MelodicWanderer,False,296106,69,0.77,-9.571,116.935,0.0227,0.775,0.802,0.297,0.0495,"['disco', 'soft rock']",1978
Paloma Faith,Only Love Can Hurt Like This,MelodicWanderer,False,232893,77,0.566,-4.528,90.99,0.0958,0.885,0.304,0.334,0.0818,"['british soul', 'talent show', 'uk pop']",2014
Barbara Pravi,Voilà,MelodicWanderer,False,176815,67,0.447,-8.665,135.379,0.773,0.337,0.603,0.298,0.0631,['nouvelle chanson francaise'],2020
Sam Smith,Fire On Fire,MelodicWanderer,False,246735,74,0.584,-7.356,115.129,0.476,0.408,0.333,0.18,0.0461,"['pop', 'uk pop']",2020
Shawn Mendes,If I Can't Have You,MelodicWanderer,False,191466,71,0.691,-4.197,123.943,0.489,0.823,0.87,0.134,0.0622,"['canadian pop', 'pop', 'viral pop']",2019
Shawn Mendes,Wonder,MelodicWanderer,False,172692,63,0.333,-4.904,139.898,0.131,0.637,0.132,0.149,0.0581,"['canadian pop', 'pop', 'viral pop']",2020
Evanescence,Bring Me To Life,MelodicWanderer,False,235893,83,0.331,-3.188,94.612,0.00721,0.943,0.296,0.242,0.0698,['alternative metal'],2003
Nirvana,Something In The Way,MelodicWanderer,False,232146,70,0.427,-13.044,105.218,0.745,0.201,0.0668,0.109,0.0317,"['grunge', 'permanent wave', 'rock']",1991
Kacey Musgraves,Rainbow,MelodicWanderer,False,214293,64,0.581,-7.697,130.367,0.88,0.197,0.349,0.107,0.0329,"['classic texas country', 'contemporary country', 'country dawn']",2018
The Lumineers,WHERE WE ARE,MelodicWanderer,False,172800,54,0.573,-8.084,123.183,0.759,0.507,0.363,0.377,0.0342,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2022
The Lumineers,Ophelia,MelodicWanderer,False,160097,81,0.664,-6.519,76.023,0.613,0.573,0.566,0.0857,0.0277,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016
The Lumineers,Ho Hey,MelodicWanderer,False,163133,81,0.685,-9.074,79.936,0.791,0.466,0.353,0.0914,0.0304,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2012
John Legend,Conversations in the Dark,MelodicWanderer,False,235653,56,0.361,-8.423,122.962,0.704,0.357,0.153,0.219,0.0312,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",2020
Pink Sweat$,At My Worst,MelodicWanderer,False,170344,65,0.813,-5.926,91.921,0.777,0.415,0.667,0.131,0.0349,['bedroom soul'],2020
Forest Blakk,Fall Into Me,MelodicWanderer,False,226066,57,0.45,-6.754,118.305,0.179,0.483,0.206,0.127,0.0572,['singer-songwriter pop'],2021
Jaymes Young,Infinity,MelodicWanderer,False,237720,76,0.671,-6.941,121.963,0.148,0.673,0.494,0.304,0.0444,['indie poptimism'],2017
Rosa Linn,SNAP,MelodicWanderer,False,179551,79,0.565,-8.198,170.027,0.107,0.636,0.526,0.447,0.0622,['alt z'],2022
Sara Bareilles,Fire,MelodicWanderer,False,229627,38,0.666,-7.921,107.033,0.482,0.727,0.465,0.363,0.057,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",2019
The Score,Fire,MelodicWanderer,False,231394,49,0.554,-7.118,133.912,0.00418,0.777,0.293,0.105,0.0506,"['modern alternative rock', 'pov: indie']",2020
Madison Beer,Reckless,MelodicWanderer,False,203384,71,0.386,-6.642,180.104,0.807,0.426,0.261,0.14,0.0363,['pop'],2023
Madison Beer,Good In Goodbye,MelodicWanderer,True,141949,67,0.658,-5.95,139.054,0.433,0.698,0.456,0.174,0.177,['pop'],2021
Madison Beer,Selfish,MelodicWanderer,False,223270,60,0.375,-6.202,75.217,0.627,0.461,0.233,0.386,0.0279,['pop'],2021
Conan Gray,The Story,MelodicWanderer,False,245266,60,0.542,-10.379,141.917,0.817,0.299,0.274,0.109,0.0305,"['bedroom pop', 'pop', 'pov: indie']",2020
Conan Gray,Heather,MelodicWanderer,False,198040,83,0.357,-7.301,102.078,0.584,0.425,0.27,0.322,0.0333,"['bedroom pop', 'pop', 'pov: indie']",2020
Conan Gray,Comfort Crowd,MelodicWanderer,False,174680,61,0.678,-6.749,90.941,0.163,0.431,0.404,0.147,0.0326,"['bedroom pop', 'pop', 'pov: indie']",2020
Conan Gray,Astronomy,MelodicWanderer,False,243907,72,0.474,-8.571,145.115,0.578,0.343,0.152,0.305,0.027,"['bedroom pop', 'pop', 'pov: indie']",2022
Conan Gray,People Watching,MelodicWanderer,False,158536,73,0.53,-7.281,125.721,0.381,0.592,0.544,0.294,0.0534,"['bedroom pop', 'pop', 'pov: indie']",2022
Vance Joy,Missing Piece,MelodicWanderer,False,215840,63,0.632,-5.21,101.976,0.0449,0.863,0.731,0.13,0.0446,"['folk-pop', 'modern rock']",2022
Vance Joy,Who Am I,MelodicWanderer,False,159600,32,0.622,-6.636,127.786,0.561,0.694,0.605,0.123,0.0596,"['folk-pop', 'modern rock']",2014
Vance Joy,One of These Days,MelodicWanderer,False,176440,37,0.548,-4.911,82.009,0.0417,0.783,0.511,0.178,0.0279,"['folk-pop', 'modern rock']",2018
Jorja Smith,The One,MelodicWanderer,False,197574,53,0.312,-8.508,82.39,0.252,0.661,0.443,0.102,0.092,"['r&b', 'uk contemporary r&b']",2018
Danger Mouse,Black (feat. Norah Jones),MelodicWanderer,False,211506,48,0.454,-9.916,170.388,0.14,0.638,0.748,0.102,0.0292,"['alternative hip hop', 'mashup']",2011
Badfinger,Baby Blue - Remastered 2010,MelodicWanderer,False,217346,58,0.623,-7.788,124.431,0.0189,0.876,0.515,0.0728,0.066,"['album rock', 'beatlesque', 'classic rock', 'country rock', 'folk rock']",1971
Jason Mraz,I Won't Give Up,MelodicWanderer,False,240165,67,0.483,-10.058,133.406,0.694,0.303,0.139,0.115,0.0429,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",2012
The Score,Born For This,MelodicWanderer,False,237375,65,0.411,-6.251,130.134,0.063,0.675,0.545,0.092,0.0591,"['modern alternative rock', 'pov: indie']",2020
A Day To Remember,Miracle,MelodicWanderer,True,243977,60,0.463,-3.776,160.028,0.000266,0.917,0.369,0.0872,0.13,"['alternative metal', 'metalcore', 'neon pop punk', 'pop punk', 'screamo']",2022
Alter Bridge,Pawns & Kings,MelodicWanderer,False,378313,35,0.447,-5.588,86.469,1.07e-05,0.866,0.285,0.185,0.0775,"['alternative metal', 'nu metal', 'post-grunge']",2022
System Of A Down,Lonely Day,MelodicWanderer,False,167906,79,0.47,-3.277,113.108,0.362,0.796,0.215,0.133,0.0336,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005
Andy Grammer,Don't Give Up On Me,MelodicWanderer,False,196187,76,0.64,-5.452,112.868,0.0875,0.537,0.0676,0.11,0.0282,"['neo mellow', 'post-teen pop']",2019
5 Seconds of Summer,Lie To Me,MelodicWanderer,False,150467,59,0.633,-5.571,159.959,0.0115,0.478,0.692,0.103,0.0359,"['boy band', 'pop']",2018
Elyanna,Callin' U (Tamally Maak),MelodicWanderer,False,116492,60,0.597,-4.724,89.969,0.602,0.585,0.449,0.0872,0.0761,['palestinian pop'],2024
Anathema,One Last Goodbye - Remastered,MelodicWanderer,False,323933,44,0.251,-7.88,113.112,0.00485,0.467,0.0685,0.0815,0.0348,"['gothic metal', 'progressive doom', 'progressive metal']",1999
Megadeth,Promises,MelodicWanderer,False,268706,53,0.371,-5.516,75.723,0.00236,0.696,0.209,0.0857,0.0294,"['alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash']",2001
Reamonn,Sometimes,MelodicWanderer,False,245373,37,0.631,-4.15,91.033,0.00238,0.744,0.395,0.122,0.0272,['german pop rock'],2006
Leprous,A Prophecy to Trust,MelodicWanderer,False,179860,23,0.743,-7.75,97.971,0.664,0.429,0.133,0.105,0.0302,"['norwegian metal', 'prog metal', 'progressive metal']",2023
12 Stones,Nothing to Say,MelodicWanderer,False,183272,22,0.294,-6.288,115.883,0.544,0.569,0.285,0.09,0.0413,"['alternative metal', 'christian hard rock', 'christian rock', 'nu metal', 'post-grunge']",2017
Hozier,Too Sweet,MelodicWanderer,False,251424,84,0.74,-5.446,117.025,0.041,0.643,0.96,0.0407,0.0413,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2024
Hozier,Francesca,MelodicWanderer,False,270066,60,0.303,-7.217,177.98,0.000232,0.583,0.184,0.117,0.0344,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2023
Katie Garfield,Who Will Save You,MelodicWanderer,False,254615,35,0.447,-8.935,77.984,0.097,0.458,0.084,0.11,0.0353,"['bossbeat', 'la pop']",2019
Gary Moore,Still Got The Blues,MelodicWanderer,False,370866,63,0.189,-14.497,169.563,0.257,0.39,0.32,0.122,0.0353,"['blues rock', 'british blues', 'electric blues']",1990
Surf Curse,Freaks,MelodicWanderer,False,147062,84,0.345,-9.918,179.626,3.84e-05,0.941,0.407,0.0511,0.0466,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']",2021
Natasha Blume,Black Sea,MelodicWanderer,False,253513,52,0.463,-5.251,59.977,0.176,0.595,0.108,0.174,0.0332,[],2016
Miley Cyrus,Night Crawling (feat. Billy Idol),MelodicWanderer,False,189013,54,0.638,-4.368,134.022,0.0378,0.918,0.668,0.0948,0.0382,['pop'],2020
Scorpions,Still Loving You,MelodicWanderer,False,403453,70,0.282,-4.916,103.929,0.0047,0.605,0.0783,0.103,0.0294,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock']",2011
Godsmack,Bulletproof,MelodicWanderer,False,177048,57,0.391,-3.267,162.249,0.000199,0.908,0.646,0.154,0.134,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2018
Godsmack,Under Your Scars,MelodicWanderer,False,231118,51,0.249,-4.149,165.215,0.0553,0.762,0.218,0.122,0.0401,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2018
Elton John,I'm Still Standing,MelodicWanderer,False,183440,82,0.505,-6.863,176.811,0.355,0.904,0.773,0.14,0.179,"['glam rock', 'mellow gold', 'piano rock', 'rock']",1983
Dynoro,In My Mind,MelodicWanderer,False,184560,79,0.694,-5.335,125.905,0.176,0.77,0.163,0.118,0.149,['edm'],2018
NF,The Search,MelodicWanderer,False,248053,71,0.789,-4.813,119.95,0.598,0.789,0.37,0.099,0.298,"['hip hop', 'pop rap']",2019
NF,RUNNING,MelodicWanderer,False,253532,66,0.549,-6.129,145.552,0.258,0.601,0.296,0.168,0.0852,"['hip hop', 'pop rap']",2023
NF,Paralyzed,MelodicWanderer,False,270453,66,0.51,-6.602,130.081,0.214,0.643,0.0397,0.101,0.0485,"['hip hop', 'pop rap']",2015
Conan Gray,Memories,MelodicWanderer,False,248818,76,0.34,-6.306,112.969,0.00979,0.684,0.556,0.348,0.044,"['bedroom pop', 'pop', 'pov: indie']",2022
Seafret,Atlantis,MelodicWanderer,False,229173,81,0.4,-7.989,166.159,0.0529,0.479,0.213,0.115,0.0308,['folk-pop'],2016
Taylor Swift,End Game,MelodicWanderer,False,244826,72,0.649,-6.237,159.073,0.00845,0.589,0.151,0.108,0.0558,['pop'],2017
