artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Gnarls Barkley,Crazy,Spotify,False,177933,75,0.866,-5.786,111.987,0.053,0.537,0.643,0.0866,0.0335,"['atl hip hop', 'neo soul']",2000
Jet,Are You Gonna Be My Girl,Spotify,False,213800,75,0.606,-3.404,105.105,0.00117,0.957,0.603,0.14,0.0814,"['garage rock', 'modern rock', 'pop rock']",2000
Shakira,"Whenever, Wherever",Spotify,False,196160,75,0.794,-4.862,107.657,0.237,0.832,0.871,0.203,0.0407,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2000
*NSYNC,Bye Bye Bye,Spotify,False,200560,75,0.614,-4.806,172.656,0.0408,0.928,0.879,0.0845,0.0516,"['boy band', 'dance pop', 'pop']",2000
Avril Lavigne,I'm with You,Spotify,False,223066,75,0.457,-7.462,151.95,0.08,0.406,0.208,0.117,0.0291,"['canadian pop', 'candy pop', 'dance pop', 'pop']",2000
Fall Out Boy,"Dance, Dance",Spotify,False,180266,75,0.621,-3.198,114.451,0.00523,0.961,0.449,0.0854,0.154,"['emo', 'modern rock', 'pop', 'rock']",2000
Gorillaz,Clint Eastwood,Spotify,True,340920,75,0.663,-8.627,167.953,0.0253,0.694,0.525,0.0698,0.171,"['alternative hip hop', 'modern rock', 'rock']",2000
Florence + The Machine,You've Got The Love,Spotify,False,168666,75,0.574,-4.697,109.85,0.00481,0.694,0.401,0.102,0.0327,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",2000
Nelly,Ride Wit Me,Spotify,True,291781,75,0.85,-6.49,101.875,0.0607,0.7,0.724,0.244,0.0478,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2000
Justin Timberlake,Cry Me a River,Spotify,False,288333,75,0.624,-6.582,73.898,0.577,0.654,0.564,0.104,0.183,"['dance pop', 'pop']",2000
Sum 41,In Too Deep,Spotify,False,207093,75,0.569,-5.875,116.045,0.000189,0.843,0.76,0.0607,0.0503,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'pop punk']",2000
P!nk,So What,Spotify,True,215160,75,0.534,-3.078,126.019,0.000334,0.87,0.462,0.241,0.0425,"['dance pop', 'pop']",2000
Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Spotify,False,233733,74,0.772,-5.743,96.574,0.745,0.371,0.684,0.167,0.0348,"['british soul', 'neo soul']",2000
Ne-Yo,Because Of You,Spotify,False,266840,74,0.81,-5.783,109.97,0.53,0.538,0.832,0.0951,0.0357,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2000
John Mayer,Waiting On the World to Change,Spotify,False,201173,74,0.578,-5.82,176.739,0.157,0.756,0.663,0.249,0.115,"['neo mellow', 'singer-songwriter']",2000
Eric Prydz,Call on Me - Radio Mix,Spotify,False,171360,74,0.597,-6.518,126.342,0.00427,0.837,0.447,0.839,0.375,"['edm', 'electro house', 'house', 'pop dance', 'progressive electro house']",2000
Chris Brown,Kiss Kiss (feat. T-Pain),Spotify,False,250666,74,0.729,-3.386,140.043,0.0506,0.658,0.551,0.0693,0.225,"['r&b', 'rap']",2000
Katy Perry,Hot N Cold,Spotify,False,220226,74,0.706,-3.956,132.032,7.73e-05,0.842,0.861,0.0688,0.0417,['pop'],2000
Nelly,Hot In Herre,Spotify,True,228240,74,0.956,-4.753,107.075,0.204,0.741,0.911,0.0615,0.124,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2000
The Calling,Wherever You Will Go,Spotify,False,208600,74,0.558,-5.113,112.027,0.0367,0.719,0.371,0.115,0.0267,"['neo mellow', 'pop rock']",2000
Shakira,La Tortura (feat. Alejandro Sanz),Spotify,False,212893,74,0.74,-5.367,100.011,0.0297,0.783,0.812,0.123,0.0427,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2000
USHER,Love in This Club (feat. Young Jeezy),Spotify,False,259720,74,0.573,-5.976,140.012,0.0572,0.712,0.346,0.167,0.0732,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b']",2000
Muse,Uprising,Spotify,False,304840,74,0.602,-4.046,128.019,0.000202,0.905,0.411,0.117,0.0775,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",2000
Shaggy,Angel,Spotify,False,235133,74,0.74,-2.939,170.531,0.116,0.766,0.807,0.0406,0.178,"['dance pop', 'pop rap', 'reggae fusion']",2000
The Fray,You Found Me,Spotify,False,241853,74,0.338,-5.412,151.994,0.0187,0.803,0.4,0.136,0.0413,"['neo mellow', 'piano rock', 'pop', 'pop rock']",2000
The Strokes,Last Nite,Spotify,False,193506,74,0.624,-5.703,104.042,0.0285,0.91,0.767,0.0789,0.0297,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2000
Chris Brown,With You,Spotify,False,252120,74,0.662,-4.298,86.009,0.134,0.693,0.655,0.145,0.0698,"['r&b', 'rap']",2000
The Kooks,Naive,Spotify,False,203506,74,0.394,-6.209,100.649,0.0759,0.808,0.736,0.149,0.0853,"['brighton indie', 'garage rock', 'modern rock', 'rock']",2000
Leona Lewis,Bleeding Love,Spotify,False,262466,74,0.638,-5.886,104.036,0.188,0.656,0.225,0.146,0.0357,"['british soul', 'dance pop', 'pop', 'talent show']",2000
Madonna,Hung Up,Spotify,False,337733,74,0.649,-7.695,125.02,0.0039,0.647,0.405,0.0686,0.0452,"['dance pop', 'pop']",2000
Amy Winehouse,You Know I'm No Good,Spotify,False,257186,74,0.694,-14.222,103.375,0.0137,0.495,0.799,0.0644,0.0329,"['british soul', 'neo soul']",2000
Mariah Carey,We Belong Together,Spotify,False,201400,73,0.84,-7.918,139.987,0.0264,0.476,0.767,0.0865,0.0629,"['dance pop', 'pop', 'urban contemporary']",2000
Timbaland,Give It To Me,Spotify,True,234026,73,0.975,-3.904,110.621,0.168,0.711,0.815,0.0799,0.0632,"['dance pop', 'pop', 'pop rap']",2000
Avril Lavigne,Girlfriend,Spotify,True,216600,73,0.56,-2.433,163.983,0.000722,0.959,0.669,0.209,0.102,"['canadian pop', 'candy pop', 'dance pop', 'pop']",2000
Seether,Fake It,Spotify,True,193893,73,0.611,-3.509,132.078,0.00141,0.95,0.607,0.0543,0.0518,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",2000
Miley Cyrus,Wrecking Ball,Spotify,False,221360,78,0.53,-6.262,119.964,0.407,0.422,0.349,0.107,0.0342,['pop'],2010
Kesha,TiK ToK,Spotify,False,199693,83,0.755,-2.718,120.028,0.0991,0.837,0.714,0.289,0.142,"['dance pop', 'pop']",2010
Ariana Grande,Break Free,Spotify,False,214840,75,0.686,-5.325,129.948,0.00637,0.702,0.29,0.204,0.0455,['pop'],2010
Rihanna,Diamonds,Spotify,False,225146,74,0.562,-4.92,91.958,0.00124,0.709,0.401,0.109,0.0424,"['barbadian pop', 'pop', 'urban contemporary']",2010
The Neighbourhood,Sweater Weather,Spotify,False,240400,90,0.612,-2.81,124.053,0.0495,0.807,0.398,0.101,0.0336,"['modern alternative rock', 'modern rock', 'pop']",2010
One Direction,Night Changes,Spotify,False,226600,90,0.672,-7.747,120.001,0.859,0.52,0.37,0.115,0.0353,"['boy band', 'pop', 'post-teen pop', 'talent show']",2010
Justin Bieber,Beauty And A Beat,Spotify,False,227986,74,0.602,-4.831,128.003,0.000688,0.843,0.526,0.0682,0.0593,"['canadian pop', 'pop']",2010
"Tyler, The Creator",See You Again (feat. Kali Uchis),Spotify,True,180386,89,0.558,-9.222,78.558,0.371,0.559,0.62,0.109,0.0959,"['hip hop', 'rap']",2010
The Weeknd,Starboy,Spotify,True,230453,87,0.679,-7.015,186.003,0.141,0.587,0.486,0.137,0.276,"['canadian contemporary r&b', 'canadian pop', 'pop']",2010
Cigarettes After Sex,Apocalypse,Spotify,False,290616,87,0.369,-9.013,94.434,0.0205,0.468,0.18,0.109,0.0273,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",2010
Bruno Mars,Locked out of Heaven,Spotify,False,233478,87,0.726,-4.165,143.994,0.049,0.698,0.867,0.309,0.0431,"['dance pop', 'pop']",2010
Frank Ocean,Pink + White,Spotify,False,184516,87,0.545,-7.362,159.94,0.667,0.545,0.549,0.417,0.107,"['lgbtq+ hip hop', 'neo soul']",2010
Tom Odell,Another Love,Spotify,True,244360,86,0.445,-8.532,122.769,0.695,0.537,0.131,0.0944,0.04,['chill pop'],2010
Billie Eilish,lovely (with Khalid),Spotify,False,200185,86,0.351,-10.109,115.284,0.934,0.296,0.12,0.095,0.0333,"['art pop', 'pop']",2010
One Direction,Story of My Life,Spotify,False,245493,87,0.6,-5.802,121.07,0.225,0.663,0.286,0.119,0.0477,"['boy band', 'pop', 'post-teen pop', 'talent show']",2010
Lewis Capaldi,Someone You Loved,Spotify,False,182160,86,0.501,-5.679,109.891,0.751,0.405,0.446,0.105,0.0319,"['pop', 'uk pop']",2010
Coldplay,A Sky Full of Stars,Spotify,False,267866,86,0.545,-6.474,124.97,0.00617,0.675,0.162,0.209,0.0279,"['permanent wave', 'pop']",2010
Travis Scott,goosebumps,Spotify,True,243836,85,0.841,-3.37,130.049,0.0847,0.728,0.43,0.149,0.0484,"['rap', 'slap house']",2010
Ed Sheeran,Shape of You,Spotify,False,233712,85,0.825,-3.183,95.977,0.581,0.652,0.931,0.0931,0.0802,"['pop', 'singer-songwriter pop', 'uk pop']",2010
Imagine Dragons,Believer,Spotify,False,204346,85,0.776,-4.374,124.949,0.0622,0.78,0.666,0.081,0.128,"['modern rock', 'pop', 'rock']",2010
Drake,One Dance,Spotify,False,173986,85,0.792,-5.609,103.967,0.00776,0.625,0.37,0.329,0.0536,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2010
Kendrick Lamar,All The Stars (with SZA),Spotify,True,232186,85,0.695,-4.946,96.782,0.0612,0.633,0.557,0.0926,0.0599,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2010
Miguel,Sure Thing,Spotify,False,195373,85,0.684,-8.127,81.001,0.0267,0.607,0.498,0.191,0.1,"['r&b', 'urban contemporary']",2010
OneRepublic,Counting Stars,Spotify,False,257265,85,0.663,-4.972,122.013,0.0654,0.706,0.474,0.118,0.0383,"['piano rock', 'pop']",2010
One Direction,What Makes You Beautiful,Spotify,False,199986,85,0.726,-2.494,124.99,0.009,0.787,0.888,0.0596,0.0737,"['boy band', 'pop', 'post-teen pop', 'talent show']",2010
French Montana,Unforgettable,Spotify,True,233901,85,0.726,-5.043,97.985,0.0293,0.769,0.733,0.104,0.123,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2010
Pitbull,Give Me Everything (feat. Nayer),Spotify,False,252306,84,0.671,-3.206,129.024,0.191,0.939,0.53,0.298,0.161,"['dance pop', 'miami hip hop', 'pop']",2010
Foster The People,Pumped Up Kicks,Spotify,False,239600,84,0.733,-5.849,127.975,0.145,0.71,0.965,0.0956,0.0292,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",2010
Ed Sheeran,Perfect,Spotify,False,263400,85,0.599,-6.312,95.05,0.163,0.448,0.168,0.106,0.0232,"['pop', 'singer-songwriter pop', 'uk pop']",2010
Arctic Monkeys,Do I Wanna Know?,Spotify,False,272394,84,0.548,-7.596,85.03,0.186,0.532,0.405,0.217,0.0323,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2010
The Neighbourhood,Daddy Issues,Spotify,False,260173,84,0.588,-9.461,85.012,0.0678,0.521,0.337,0.123,0.0329,"['modern alternative rock', 'modern rock', 'pop']",2010
J. Cole,No Role Modelz,Spotify,True,292799,84,0.69,-8.492,100.028,0.324,0.521,0.494,0.0534,0.339,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2010
WALK THE MOON,Shut Up and Dance,Spotify,False,199080,84,0.578,-3.804,128.038,0.00701,0.866,0.619,0.257,0.0619,"['dance rock', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock']",2010
Taylor Swift,Lover,Spotify,False,221306,84,0.359,-7.582,68.534,0.492,0.543,0.453,0.118,0.0919,['pop'],2010
Adele,Skyfall,Spotify,False,286480,84,0.346,-6.864,75.881,0.417,0.552,0.0789,0.114,0.0282,"['british soul', 'pop', 'pop soul', 'uk pop']",2010
Imagine Dragons,Thunder,Spotify,False,187146,84,0.604,-4.833,167.997,0.00672,0.822,0.288,0.147,0.0438,"['modern rock', 'pop', 'rock']",2010
The Weeknd,The Hills,Spotify,True,242253,84,0.585,-7.063,113.003,0.0671,0.564,0.137,0.135,0.0515,"['canadian contemporary r&b', 'canadian pop', 'pop']",2010
Lana Del Rey,Young And Beautiful,Spotify,False,236053,84,0.324,-8.92,113.986,0.262,0.416,0.151,0.11,0.0368,"['art pop', 'pop']",2010
Post Malone,Circles,Spotify,False,215280,84,0.695,-3.497,120.042,0.189,0.763,0.551,0.0863,0.0396,"['dfw rap', 'melodic rap', 'pop', 'rap']",2010
Ed Sheeran,Photograph,Spotify,False,258986,84,0.614,-10.48,107.989,0.607,0.379,0.201,0.0986,0.0476,"['pop', 'singer-songwriter pop', 'uk pop']",2010
The Chainsmokers,Closer,Spotify,False,244960,83,0.748,-5.599,95.01,0.414,0.524,0.661,0.111,0.0338,['pop'],2010
Avicii,Wake Me Up,Spotify,False,247426,83,0.532,-5.697,124.08,0.0038,0.783,0.643,0.161,0.0523,"['dance pop', 'edm', 'pop', 'pop dance']",2010
Alec Benjamin,Let Me Down Slowly,Spotify,False,169353,83,0.652,-5.714,150.073,0.74,0.557,0.483,0.124,0.0318,"['alt z', 'pop', 'pov: indie']",2010
Eminem,Love The Way You Lie,Spotify,True,263373,83,0.749,-5.034,86.989,0.241,0.925,0.641,0.52,0.227,"['detroit hip hop', 'hip hop', 'rap']",2010
Bryson Tiller,Don't,Spotify,True,198293,83,0.765,-5.556,96.991,0.223,0.356,0.189,0.0963,0.195,"['kentucky hip hop', 'r&b', 'rap']",2010
Twenty One Pilots,Stressed Out,Spotify,False,202333,83,0.734,-5.677,169.977,0.0462,0.637,0.648,0.0602,0.141,"['modern rock', 'pop', 'pov: indie', 'rock']",2010
Billie Eilish,when the party's over,Spotify,False,196077,83,0.367,-14.084,82.642,0.978,0.111,0.198,0.0897,0.0972,"['art pop', 'pop']",2010
Lil Tecca,Ransom,Spotify,True,131240,83,0.745,-6.257,179.974,0.0204,0.642,0.226,0.0658,0.287,"['melodic rap', 'pluggnb', 'rap']",2010
John Legend,All of Me,Spotify,False,269560,83,0.422,-7.064,119.93,0.922,0.264,0.331,0.132,0.0322,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",2010
Shawn Mendes,Treat You Better,Spotify,False,187973,83,0.443,-4.091,82.697,0.107,0.82,0.771,0.107,0.34,"['canadian pop', 'pop', 'viral pop']",2010
Tame Impala,The Less I Know The Better,Spotify,True,216320,83,0.64,-4.083,116.879,0.0115,0.74,0.785,0.167,0.0284,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",2010
DJ Snake,Let Me Love You,Spotify,False,205946,83,0.475,-5.371,199.892,0.0863,0.715,0.159,0.135,0.058,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",2010
Rihanna,Love On The Brain,Spotify,True,224000,83,0.509,-4.83,172.007,0.0717,0.637,0.379,0.0789,0.047,"['barbadian pop', 'pop', 'urban contemporary']",2010
Mark Ronson,Uptown Funk (feat. Bruno Mars),Spotify,True,269666,82,0.856,-7.223,114.988,0.00801,0.609,0.928,0.0344,0.0824,['pop soul'],2010
Taylor Swift,Don’t Blame Me,Spotify,False,236413,82,0.615,-6.719,135.917,0.106,0.534,0.193,0.0607,0.0386,['pop'],2010
One Direction,Steal My Girl,Spotify,False,228133,82,0.536,-5.948,77.217,0.00433,0.768,0.545,0.114,0.0347,"['boy band', 'pop', 'post-teen pop', 'talent show']",2010
Billie Eilish,ocean eyes,Spotify,False,200379,82,0.511,-7.65,144.892,0.816,0.363,0.169,0.084,0.041,"['art pop', 'pop']",2010
Calvin Harris,Outside (feat. Ellie Goulding),Spotify,False,227266,82,0.646,-4.123,128.035,0.213,0.823,0.418,0.322,0.0394,"['dance pop', 'edm', 'electro house', 'house', 'pop']",2010
Sam Smith,I'm Not The Only One,Spotify,False,239316,82,0.678,-5.795,82.004,0.529,0.484,0.493,0.0766,0.0361,"['pop', 'uk pop']",2010
Harry Styles,Watermelon Sugar,Spotify,False,174000,82,0.548,-4.209,95.39,0.122,0.816,0.557,0.335,0.0465,['pop'],2010
Avicii,The Nights,Spotify,False,176658,82,0.527,-5.298,125.983,0.0166,0.835,0.654,0.249,0.0433,"['dance pop', 'edm', 'pop', 'pop dance']",2010
MAGIC!,Rude,Spotify,False,224840,82,0.773,-4.993,144.033,0.0422,0.758,0.925,0.305,0.0381,"['pop', 'reggae fusion']",2010
Måneskin,Beggin',Spotify,False,211560,82,0.714,-4.808,134.002,0.127,0.8,0.589,0.359,0.0504,"['indie rock italiano', 'italian pop']",2010
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Spotify,False,157560,82,0.755,-4.368,89.96,0.533,0.522,0.925,0.0685,0.0575,"['dfw rap', 'melodic rap', 'pop', 'rap']",2010
Calvin Harris,Feel So Close - Radio Edit,Spotify,False,206413,82,0.707,-2.842,127.937,0.000972,0.924,0.919,0.204,0.031,"['dance pop', 'edm', 'electro house', 'house', 'pop']",2010
Pitbull,Timber,Spotify,False,204160,82,0.581,-4.087,129.992,0.0295,0.963,0.788,0.139,0.0981,"['dance pop', 'miami hip hop', 'pop']",2010
Maroon 5,Payphone,Spotify,True,231173,82,0.743,-4.813,110.015,0.0188,0.752,0.545,0.287,0.0414,['pop'],2010
Lady Gaga,Bad Romance,Spotify,True,294573,82,0.695,-3.752,119.007,0.00314,0.921,0.714,0.0842,0.0363,"['art pop', 'dance pop', 'pop']",2000
Dua Lipa,Don't Start Now,Spotify,False,183290,82,0.793,-4.521,123.95,0.0123,0.793,0.679,0.0951,0.083,"['dance pop', 'pop', 'uk pop']",2020
Ariana Grande,One Last Time,Spotify,False,197266,82,0.628,-5.036,125.025,0.093,0.593,0.104,0.096,0.0323,['pop'],2010
Calvin Harris,Summer,Spotify,False,222533,82,0.596,-3.556,127.949,0.0211,0.856,0.743,0.141,0.0346,"['dance pop', 'edm', 'electro house', 'house', 'pop']",2010
Twenty One Pilots,Heathens,Spotify,False,195920,81,0.732,-9.348,90.024,0.0841,0.396,0.548,0.105,0.0286,"['modern rock', 'pop', 'pov: indie', 'rock']",2010
Coldplay,Paradise,Spotify,False,278719,81,0.449,-6.761,139.631,0.0509,0.585,0.212,0.0833,0.0268,"['permanent wave', 'pop']",2010
Juice WRLD,Lucid Dreams,Spotify,True,239835,81,0.511,-7.23,83.903,0.349,0.566,0.218,0.34,0.2,"['chicago rap', 'melodic rap', 'rap']",2010
Ariana Grande,7 rings,Spotify,True,178626,81,0.777,-10.732,139.848,0.591,0.317,0.33,0.0881,0.308,['pop'],2010
Pitbull,Time of Our Lives,Spotify,True,229360,82,0.721,-5.797,124.022,0.0921,0.802,0.724,0.694,0.0583,"['dance pop', 'miami hip hop', 'pop']",2010
Hozier,Take Me To Church,Spotify,False,241688,81,0.575,-5.303,129.071,0.637,0.664,0.437,0.116,0.0481,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2010
The Script,Hall of Fame (feat. will.i.am),Spotify,False,202533,81,0.421,-4.343,84.786,0.0654,0.873,0.629,0.123,0.0564,"['celtic rock', 'pop']",2010
Sam Smith,Too Good At Goodbyes,Spotify,False,201000,81,0.715,-8.237,91.931,0.638,0.372,0.474,0.169,0.0443,"['pop', 'uk pop']",2010
Justin Bieber,Baby,Spotify,False,214240,81,0.728,-5.237,65.043,0.0401,0.859,0.535,0.111,0.137,"['canadian pop', 'pop']",2010
Coldplay,Hymn for the Weekend,Spotify,False,258266,81,0.491,-6.487,90.027,0.211,0.693,0.412,0.325,0.0377,"['permanent wave', 'pop']",2010
Lewis Capaldi,Before You Go,Spotify,False,215106,81,0.459,-4.857,111.881,0.608,0.574,0.183,0.0885,0.0577,"['pop', 'uk pop']",2010
USHER,DJ Got Us Fallin' In Love (feat. Pitbull),Spotify,False,220800,81,0.663,-3.398,119.963,0.0338,0.861,0.654,0.082,0.109,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b']",2010
Sam Smith,Stay With Me,Spotify,False,172723,81,0.413,-6.444,84.126,0.588,0.42,0.185,0.11,0.0416,"['pop', 'uk pop']",2010
Wiz Khalifa,See You Again (feat. Charlie Puth),Spotify,False,229525,81,0.689,-7.503,80.025,0.369,0.481,0.283,0.0649,0.0815,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop']",2010
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),Spotify,False,210960,81,0.646,-3.293,89.99,0.0319,0.795,0.796,0.267,0.0976,"['dance pop', 'pop rap']",2010
Marshmello,Silence,Spotify,False,180822,81,0.52,-3.093,141.971,0.256,0.761,0.286,0.17,0.0853,"['brostep', 'edm', 'pop', 'progressive electro house']",2010
Harry Styles,Sign of the Times,Spotify,False,340706,81,0.516,-4.63,119.972,0.0275,0.595,0.222,0.109,0.0313,['pop'],2010
Billie Eilish,bad guy,Spotify,False,194087,81,0.701,-10.965,135.128,0.328,0.425,0.562,0.1,0.375,"['art pop', 'pop']",2010
Doja Cat,Streets,Spotify,True,226986,81,0.749,-8.433,90.035,0.21,0.463,0.189,0.338,0.0842,"['dance pop', 'pop']",2010
Travis Scott,SICKO MODE,Spotify,True,312820,81,0.834,-3.714,155.008,0.00513,0.73,0.446,0.124,0.222,"['rap', 'slap house']",2010
The Chainsmokers,Don't Let Me Down,Spotify,False,208373,81,0.533,-5.093,159.805,0.156,0.869,0.425,0.136,0.173,['pop'],2010
Lil Uzi Vert,XO Tour Llif3,Spotify,True,182706,81,0.732,-6.366,155.096,0.00264,0.75,0.401,0.109,0.231,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",2010
Zara Larsson,Lush Life,Spotify,False,201122,80,0.694,-3.923,98.023,0.132,0.712,0.799,0.211,0.046,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",2010
Gesaffelstein,Lost in the Fire (feat. The Weeknd),Spotify,True,202093,80,0.658,-12.21,100.967,0.0928,0.671,0.165,0.115,0.0364,['dark clubbing'],2010
The Weeknd,Can't Feel My Face,Spotify,False,213520,80,0.705,-5.526,107.949,0.113,0.769,0.583,0.105,0.0425,"['canadian contemporary r&b', 'canadian pop', 'pop']",2010
Drake,Passionfruit,Spotify,True,298940,80,0.809,-11.377,111.98,0.256,0.463,0.364,0.109,0.0396,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2010
Camila Cabello,Havana (feat. Young Thug),Spotify,False,217306,80,0.765,-4.333,104.988,0.184,0.523,0.394,0.132,0.03,"['dance pop', 'pop']",2010
Twenty One Pilots,Ride,Spotify,False,214506,80,0.645,-5.355,74.989,0.00835,0.713,0.566,0.113,0.0393,"['modern rock', 'pop', 'pov: indie', 'rock']",2010
Post Malone,rockstar (feat. 21 Savage),Spotify,True,218146,80,0.585,-6.136,159.798,0.124,0.52,0.129,0.131,0.0713,"['dfw rap', 'melodic rap', 'pop', 'rap']",2010
OMI,Cheerleader (Felix Jaehn Remix) - Radio Edit,Spotify,False,180565,80,0.782,-6.237,118.02,0.166,0.685,0.603,0.16,0.0309,['reggae fusion'],2010
MKTO,Classic,Spotify,False,175426,80,0.72,-4.689,102.071,0.0384,0.791,0.756,0.157,0.124,"['pop', 'post-teen pop']",2010
Carly Rae Jepsen,Call Me Maybe,Spotify,False,193400,80,0.782,-6.548,120.021,0.0114,0.58,0.66,0.108,0.0407,"['canadian pop', 'dance pop', 'pop']",2010
Ed Sheeran,Thinking out Loud,Spotify,False,281560,80,0.781,-6.061,78.998,0.474,0.445,0.591,0.184,0.0295,"['pop', 'singer-songwriter pop', 'uk pop']",2010
Sia,Chandelier,Spotify,False,216120,80,0.399,-2.88,117.089,0.0197,0.787,0.572,0.0685,0.0499,['pop'],2010
G-Eazy,"Me, Myself & I",Spotify,True,251466,80,0.756,-6.518,111.995,0.0184,0.674,0.389,0.158,0.0959,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",2010
Coldplay,Adventure of a Lifetime,Spotify,False,263786,79,0.638,-3.887,111.995,0.00205,0.924,0.53,0.149,0.036,"['permanent wave', 'pop']",2010
Bruno Mars,Just the Way You Are,Spotify,False,220734,80,0.635,-5.379,109.021,0.0134,0.841,0.424,0.0622,0.0422,"['dance pop', 'pop']",2010
Panic! At The Disco,High Hopes,Spotify,False,190946,79,0.579,-2.729,82.014,0.193,0.904,0.681,0.064,0.0618,['pop'],2010
Train,Drive By,Spotify,False,195973,79,0.765,-3.113,122.028,0.00107,0.837,0.721,0.0801,0.032,"['dance pop', 'neo mellow', 'pop', 'pop rock']",2010
Rag'n'Bone Man,Human,Spotify,False,200186,79,0.602,-4.097,75.087,0.393,0.707,0.554,0.165,0.302,['neo soul'],2010
Billie Eilish,Bored,Spotify,False,180933,79,0.614,-12.695,119.959,0.896,0.318,0.112,0.0795,0.0478,"['art pop', 'pop']",2010
Sean Paul,No Lie,Spotify,False,221176,79,0.742,-2.862,102.04,0.0466,0.882,0.463,0.206,0.117,"['dance pop', 'dancehall', 'pop', 'pop rap']",2010
Alan Walker,Faded,Spotify,False,212106,79,0.468,-5.085,179.642,0.0281,0.627,0.159,0.11,0.0476,['electro house'],2010
Don Omar,Danza Kuduro,Spotify,False,198773,79,0.4,-4.89,89.006,0.083,0.915,0.871,0.0503,0.279,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2010
Pharrell Williams,"Happy - From ""Despicable Me 2""",Spotify,False,232720,79,0.647,-4.662,160.019,0.219,0.822,0.962,0.0908,0.183,"['dance pop', 'pop']",2010
XXXTENTACION,Jocelyn Flores,Spotify,True,119133,79,0.872,-9.144,134.021,0.469,0.391,0.437,0.297,0.242,"['emo rap', 'miami hip hop', 'rap']",2010
Dua Lipa,New Rules,Spotify,False,209320,79,0.762,-6.021,116.073,0.00261,0.7,0.608,0.153,0.0694,"['dance pop', 'pop', 'uk pop']",2010
DNCE,Cake By The Ocean,Spotify,True,219146,79,0.774,-5.446,119.002,0.152,0.753,0.896,0.0371,0.0517,"['dance pop', 'pop']",2010
ZAYN,PILLOWTALK,Spotify,True,202746,79,0.584,-4.275,124.944,0.117,0.7,0.438,0.0939,0.0456,"['pop', 'uk pop']",2010
Justin Bieber,What Do You Mean?,Spotify,False,205680,79,0.845,-8.118,125.02,0.59,0.567,0.793,0.0811,0.0956,"['canadian pop', 'pop']",2010
Khalid,Young Dumb & Broke,Spotify,False,202546,79,0.799,-6.351,136.948,0.199,0.539,0.394,0.165,0.0421,"['pop', 'pop r&b']",2010
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Spotify,False,201493,79,0.722,-4.46,128.046,0.0119,0.761,0.624,0.315,0.0475,['pop'],2010
Katy Perry,Dark Horse,Spotify,False,215672,79,0.647,-6.123,131.934,0.00314,0.585,0.353,0.165,0.0512,['pop'],2010
Taylor Swift,Look What You Made Me Do,Spotify,False,211853,79,0.766,-6.471,128.07,0.204,0.709,0.506,0.126,0.123,['pop'],2010
Fall Out Boy,Centuries,Spotify,False,228360,79,0.393,-2.868,176.042,0.00359,0.858,0.56,0.102,0.0729,"['emo', 'modern rock', 'pop', 'rock']",2010
David Guetta,Titanium (feat. Sia),Spotify,False,245040,79,0.604,-3.674,126.062,0.0679,0.787,0.301,0.127,0.103,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2010
