artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
The Temptations,Get Ready,Spotify,False,164160,59,0.591,-5.867,133.025,0.404,0.737,0.878,0.108,0.0386,"['classic soul', 'disco', 'memphis soul', 'motown', 'soul']",1960
The Drifters,Up on the Roof,Spotify,False,157173,59,0.693,-17.501,121.795,0.706,0.29,0.92,0.137,0.0334,"['adult standards', 'classic soul', 'doo-wop', 'rock-and-roll', 'rockabilly']",1960
The Byrds,Mr. Tambourine Man,Spotify,False,149466,59,0.456,-9.564,120.336,0.513,0.47,0.639,0.444,0.0294,"['album rock', 'beatlesque', 'classic rock', 'cosmic american', 'country rock']",1960
The Tokens,The Lion Sleeps Tonight (Wimoweh),Spotify,False,162093,59,0.321,-9.383,121.199,0.743,0.474,0.804,0.204,0.0348,"['doo-wop', 'sunshine pop']",1990
Martha Reeves & The Vandellas,Nowhere To Run,Spotify,False,181640,59,0.606,-9.377,129.34,0.104,0.815,0.877,0.0515,0.0485,"['classic girl group', 'classic soul', 'motown', 'soul', 'southern soul']",1960
"Peter, Paul and Mary",Leaving on a Jet Plane,Spotify,False,207240,58,0.414,-16.519,133.45,0.804,0.167,0.384,0.117,0.0484,"['american folk revival', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",1960
Jay & The Americans,Come A Little Bit Closer,Spotify,False,166666,58,0.636,-9.302,132.509,0.52,0.684,0.881,0.534,0.057,"['bubblegum pop', 'classic garage rock', 'doo-wop', 'merseybeat', 'rock-and-roll']",1960
Van Morrison,Sweet Thing - 1999 Remaster,Spotify,False,265546,58,0.518,-14.636,86.604,0.23,0.385,0.712,0.124,0.0339,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock']",1960
The Crystals,Then He Kissed Me,Spotify,False,158853,58,0.431,-7.945,135.919,0.7,0.678,0.633,0.199,0.0365,"['classic girl group', 'doo-wop', 'rock-and-roll']",2010
The Lovin' Spoonful,Daydream,Spotify,False,139093,58,0.822,-11.369,110.802,0.834,0.332,0.834,0.11,0.0506,"['bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock']",1960
Canned Heat,Going Up The Country,Spotify,False,171373,58,0.653,-18.54,80.392,0.806,0.239,0.765,0.132,0.0453,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues']",1980
Glen Campbell,Wichita Lineman - Remastered 2001,Spotify,False,186200,58,0.192,-11.667,172.312,0.326,0.392,0.392,0.248,0.0327,"['adult standards', 'arkansas country', 'classic country pop', 'folk rock', 'mellow gold']",1960
Roberta Flack,The First Time Ever I Saw Your Face,Spotify,False,260666,58,0.311,-21.644,120.653,0.731,0.0264,0.139,0.156,0.037,"['adult standards', 'classic soul', 'disco', 'quiet storm', 'soft rock']",1960
Janis Joplin,Maybe,Spotify,False,219133,58,0.4,-11.401,83.389,0.227,0.35,0.328,0.103,0.0345,"['album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1960
Ricky Nelson,Travelin' Man - Remastered,Spotify,False,143200,57,0.723,-10.536,123.217,0.667,0.44,0.843,0.128,0.0319,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']",1960
Bobby Vee,Take Good Care Of My Baby,Spotify,False,149800,57,0.487,-11.297,82.707,0.761,0.441,0.604,0.15,0.0722,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",1960
The Guess Who,These Eyes,Spotify,False,225920,57,0.561,-11.276,96.447,0.491,0.382,0.758,0.156,0.0267,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock']",1960
Andy Williams,"Moon River (From ""Breakfast at Tiffany's"")",Spotify,False,162893,57,0.281,-15.513,95.555,0.86,0.212,0.195,0.119,0.031,"['adult standards', 'easy listening']",1960
Joni Mitchell,Both Sides Now,Spotify,False,273573,57,0.621,-10.18,97.211,0.925,0.238,0.321,0.124,0.028,"['canadian singer-songwriter', 'folk', 'folk rock', 'singer-songwriter']",1960
Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,Spotify,False,163053,57,0.514,-9.287,166.726,0.513,0.624,0.755,0.307,0.0842,"['classic girl group', 'classic soul', 'motown', 'soul', 'southern soul']",1960
The Beach Boys,Good Vibrations - Remastered 2001,Spotify,False,217746,57,0.403,-6.888,132.969,0.387,0.494,0.379,0.147,0.0313,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock']",2000
Sam Cooke,Cupid,Spotify,False,158613,57,0.474,-8.951,120.307,0.486,0.478,0.83,0.0833,0.0343,"['classic soul', 'soul', 'vocal jazz']",2010
Eddie Floyd,Knock on Wood,Spotify,False,189840,57,0.864,-12.918,105.164,0.277,0.346,0.964,0.0514,0.0365,"['memphis soul', 'soul', 'southern soul']",1960
Mel Tormé,Comin' Home Baby,Spotify,False,165360,56,0.632,-14.901,143.121,0.65,0.368,0.773,0.189,0.061,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",2000
Roy Orbison,Crying,Spotify,False,166466,56,0.35,-9.502,96.685,0.758,0.293,0.162,0.104,0.0258,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll']",1960
Dean Martin,Ain't That A Kick In The Head,Spotify,False,145800,56,0.661,-9.549,132.008,0.458,0.311,0.702,0.233,0.0701,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1990
The Chiffons,One Fine Day,Spotify,False,128199,56,0.251,-2.685,177.13,0.488,0.868,0.599,0.814,0.128,"['brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll']",2000
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,Spotify,False,181066,56,0.631,-6.676,94.574,0.176,0.69,0.938,0.121,0.0531,"['chicago soul', 'classic soul', 'quiet storm', 'rock-and-roll', 'soul']",2000
Tony Bennett,(I Left My Heart) In San Francisco,Spotify,False,170960,55,0.313,-17.583,128.065,0.955,0.078,0.125,0.169,0.0332,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1960
Roy Orbison,In Dreams,Spotify,False,169160,56,0.495,-9.99,108.189,0.67,0.435,0.71,0.13,0.0286,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll']",1960
Dion,The Wanderer,Spotify,False,167160,55,0.623,-13.215,114.437,0.193,0.48,0.842,0.11,0.0392,"['doo-wop', 'rock-and-roll', 'rockabilly']",2000
Wilson Pickett,Mustang Sally,Spotify,False,187760,55,0.725,-17.714,110.438,0.113,0.327,0.688,0.214,0.0387,"['classic soul', 'memphis soul', 'soul', 'southern soul']",2000
Elvis Presley,Suspicious Minds,Spotify,False,272360,55,0.541,-5.067,115.209,0.0517,0.722,0.632,0.122,0.0262,"['rock-and-roll', 'rockabilly']",2000
The Righteous Brothers,You've Lost That Lovin' Feelin',Spotify,False,225426,55,0.366,-13.976,94.108,0.541,0.317,0.398,0.0865,0.027,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'motown']",1990
Love Affair,Everlasting Love,Spotify,False,182666,55,0.497,-10.632,120.531,0.266,0.569,0.811,0.336,0.0386,"['classic uk pop', 'merseybeat', 'rock-and-roll']",1960
The Isley Brothers,It's Your Thing,Spotify,False,169293,54,0.376,-9.273,185.503,0.0727,0.67,0.837,0.0718,0.0854,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']",1960
Solomon Burke,Cry to Me,Spotify,False,154906,54,0.733,-9.849,114.586,0.623,0.624,0.912,0.407,0.0374,"['soul', 'soul blues', 'southern soul']",1990
Smokey Robinson & The Miracles,The Tears Of A Clown,Spotify,False,181800,54,0.593,-9.886,128.365,0.147,0.607,0.953,0.128,0.0283,"['classic soul', 'motown', 'quiet storm', 'soul']",1960
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),Spotify,False,292613,79,0.749,-9.655,119.528,0.02,0.491,0.536,0.159,0.0403,"['europop', 'swedish pop']",1970
"Earth, Wind & Fire",September,Spotify,False,215080,60,0.694,-7.288,125.901,0.165,0.831,0.98,0.25,0.0301,"['disco', 'funk', 'jazz funk', 'motown', 'soul']",2010
Bruce Springsteen,Born to Run,Spotify,False,269920,70,0.27,-4.199,146.347,0.00501,0.944,0.606,0.116,0.0975,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",1970
Fleetwood Mac,Dreams - 2004 Remaster,Spotify,False,257800,85,0.828,-9.744,120.151,0.0644,0.492,0.789,0.128,0.0276,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",1970
ABBA,Voulez-Vous,Spotify,False,309173,69,0.708,-6.931,126.636,0.149,0.774,0.903,0.169,0.0372,"['europop', 'swedish pop']",1970
Creedence Clearwater Revival,Have You Ever Seen The Rain,Spotify,False,160133,84,0.741,-7.028,116.109,0.0664,0.697,0.774,0.133,0.0277,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'rock']",1970
AC/DC,Highway to Hell,Spotify,False,208400,84,0.574,-4.793,115.728,0.061,0.913,0.423,0.156,0.133,"['australian rock', 'hard rock', 'rock']",1970
Bill Withers,Ain't No Sunshine,Spotify,False,125093,81,0.527,-11.451,78.169,0.457,0.415,0.515,0.117,0.122,"['classic soul', 'funk', 'quiet storm', 'soul']",1970
Queen,Don't Stop Me Now - Remastered 2011,Spotify,False,209413,81,0.559,-5.276,156.295,0.0475,0.868,0.609,0.776,0.17,"['classic rock', 'glam rock', 'rock']",1970
ABBA,Mamma Mia,Spotify,False,213266,76,0.749,-7.011,137.547,0.295,0.748,0.827,0.469,0.0323,"['europop', 'swedish pop']",1970
Candi Staton,Young Hearts Run Free,Spotify,False,248360,70,0.654,-9.304,115.389,0.13,0.652,0.846,0.202,0.0426,['southern soul'],1970
Redbone,Come and Get Your Love - Single Version,Spotify,False,205933,81,0.731,-7.621,107.383,0.172,0.804,0.957,0.0685,0.0473,"['native american contemporary', 'native american traditional']",1970
KISS,I Was Made For Lovin' You,Spotify,False,271240,81,0.768,-6.215,128.373,0.214,0.852,0.867,0.0723,0.038,"['glam rock', 'hard rock', 'rock']",1970
Bob Dylan,Knockin' On Heaven's Door,Spotify,False,149880,81,0.513,-13.061,140.208,0.251,0.396,0.229,0.11,0.0299,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock']",1970
Dire Straits,Sultans Of Swing,Spotify,False,348400,80,0.733,-10.023,148.174,0.0614,0.794,0.931,0.33,0.0307,"['album rock', 'classic rock', 'mellow gold', 'rock']",1970
Bill Withers,Lovely Day,Spotify,False,254560,80,0.692,-8.267,97.923,0.292,0.651,0.706,0.105,0.0324,"['classic soul', 'funk', 'quiet storm', 'soul']",1970
ABBA,Dancing Queen,Spotify,False,230400,83,0.543,-6.514,100.804,0.358,0.87,0.754,0.792,0.0428,"['europop', 'swedish pop']",1970
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Spotify,False,281613,80,0.601,-9.119,136.576,0.433,0.532,0.342,0.0925,0.0286,"['glam rock', 'mellow gold', 'piano rock', 'rock']",1970
Fleetwood Mac,The Chain - 2004 Remaster,Spotify,False,270213,80,0.545,-8.81,151.553,0.009,0.67,0.481,0.0451,0.0496,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",1970
Queen,Crazy Little Thing Called Love - Remastered 2011,Spotify,False,163373,80,0.599,-6.887,77.015,0.713,0.761,0.712,0.349,0.0421,"['classic rock', 'glam rock', 'rock']",1980
Billy Joel,Vienna,Spotify,False,214240,79,0.532,-6.662,124.936,0.659,0.495,0.308,0.0754,0.0343,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock']",1970
Michael Jackson,Rock with You - Single Version,Spotify,False,220626,79,0.808,-12.521,114.031,0.179,0.535,0.848,0.158,0.0353,"['r&b', 'soul']",1970
Kansas,Dust in the Wind,Spotify,False,206266,78,0.475,-10.687,93.503,0.367,0.322,0.387,0.11,0.0283,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold']",1970
Lynyrd Skynyrd,Sweet Home Alabama,Spotify,False,283800,78,0.596,-12.145,97.785,0.181,0.606,0.886,0.0863,0.0255,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",1970
AC/DC,T.N.T.,Spotify,False,214666,78,0.754,-5.218,126.366,0.153,0.759,0.435,0.101,0.302,"['australian rock', 'hard rock', 'rock']",1970
Elton John,Your Song,Spotify,False,241786,79,0.552,-11.028,128.187,0.828,0.315,0.324,0.101,0.0299,"['glam rock', 'mellow gold', 'piano rock', 'rock']",1970
David Bowie,Starman - 2012 Remaster,Spotify,False,254293,78,0.486,-10.298,100.456,0.166,0.449,0.549,0.54,0.0267,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",1970
Fleetwood Mac,Landslide,Spotify,False,199493,78,0.414,-22.32,159.375,0.883,0.161,0.423,0.117,0.0318,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",1970
Boston,More Than a Feeling,Spotify,False,285133,77,0.377,-8.039,108.789,0.00088,0.681,0.285,0.0504,0.0298,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold']",1970
Queen,We Will Rock You - Remastered 2011,Spotify,False,122066,78,0.692,-7.316,81.308,0.676,0.497,0.475,0.259,0.119,"['classic rock', 'glam rock', 'rock']",1970
Bee Gees,How Deep Is Your Love,Spotify,False,245200,77,0.633,-9.366,104.938,0.107,0.357,0.672,0.133,0.0264,"['disco', 'mellow gold', 'soft rock']",1970
Talking Heads,Psycho Killer - 2005 Remaster,Spotify,False,261413,77,0.721,-8.123,123.118,0.0708,0.521,0.942,0.127,0.0613,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave']",1970
Stealers Wheel,Stuck In The Middle With You,Spotify,False,208946,77,0.82,-9.144,123.765,0.0936,0.575,0.964,0.109,0.0408,['folk rock'],1970
The Beatles,Let It Be - Remastered 2009,Spotify,False,243026,77,0.443,-8.339,143.462,0.631,0.403,0.41,0.111,0.0322,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1970
Elton John,Don't Go Breaking My Heart,Spotify,False,275440,78,0.729,-8.824,131.459,0.149,0.844,0.777,0.0604,0.0344,"['glam rock', 'mellow gold', 'piano rock', 'rock']",1970
Fleetwood Mac,Go Your Own Way - 2004 Remaster,Spotify,False,223613,77,0.583,-5.12,135.448,0.0185,0.947,0.803,0.0679,0.0378,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",1970
America,A Horse with No Name,Spotify,False,252239,77,0.653,-17.18,123.188,0.687,0.507,0.831,0.155,0.0534,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock']",1970
Billy Joel,Piano Man,Spotify,False,339000,76,0.331,-6.483,177.734,0.605,0.55,0.429,0.192,0.0272,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock']",1970
Carly Simon,You're So Vain,Spotify,False,258411,76,0.66,-8.18,106.187,0.153,0.68,0.671,0.0784,0.0313,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",1970
Electric Light Orchestra,Don't Bring Me Down,Spotify,False,243373,76,0.638,-6.469,115.692,0.144,0.867,0.805,0.0846,0.0331,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock']",1970
Blue Öyster Cult,(Don't Fear) The Reaper,Spotify,False,308120,76,0.333,-8.55,141.466,0.0029,0.927,0.385,0.297,0.0733,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'progressive rock']",1970
Eagles,Take It Easy - 2013 Remaster,Spotify,False,211577,76,0.575,-10.39,139.191,0.343,0.67,0.74,0.129,0.0318,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock']",1970
Elvis Presley,Burning Love,Spotify,False,170293,76,0.66,-11.206,143.549,0.0993,0.748,0.972,0.283,0.0284,"['rock-and-roll', 'rockabilly']",1970
The Cure,Boys Don't Cry,Spotify,False,155973,76,0.462,-5.766,168.766,0.00517,0.836,0.671,0.18,0.0621,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",1970
"Earth, Wind & Fire",Boogie Wonderland,Spotify,False,288293,76,0.802,-10.791,131.715,0.0843,0.756,0.963,0.0521,0.0349,"['disco', 'funk', 'jazz funk', 'motown', 'soul']",1970
Electric Light Orchestra,Mr. Blue Sky,Spotify,False,303373,76,0.388,-10.054,177.765,0.652,0.338,0.478,0.248,0.0329,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock']",1970
The Doobie Brothers,Listen to the Music,Spotify,False,227266,76,0.645,-13.18,105.929,0.221,0.598,0.913,0.0721,0.0334,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold']",1970
Looking Glass,Brandy (You're a Fine Girl),Spotify,False,186826,75,0.716,-11.369,125.276,0.396,0.625,0.826,0.134,0.0601,['sunshine pop'],1970
John Lennon,Imagine - Remastered 2010,Spotify,False,187866,75,0.547,-12.358,75.752,0.907,0.257,0.169,0.0935,0.0252,"['classic rock', 'rock']",1970
The Jackson 5,I Want You Back,Spotify,False,176333,75,0.469,-13.559,196.606,0.305,0.538,0.885,0.37,0.0575,"['motown', 'soul']",1960
Bob Marley & The Wailers,Is This Love,Spotify,False,232200,75,0.776,-8.375,122.246,0.111,0.561,0.743,0.067,0.103,"['reggae', 'roots reggae']",1970
Led Zeppelin,Immigrant Song - Remaster,Spotify,False,146250,75,0.564,-10.068,112.937,0.013,0.932,0.619,0.349,0.0554,"['album rock', 'classic rock', 'hard rock', 'rock']",1970
Billy Joel,She's Always a Woman,Spotify,False,201373,75,0.292,-11.996,176.631,0.797,0.324,0.384,0.12,0.0346,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock']",1970
Elton John,Tiny Dancer,Spotify,False,377093,75,0.414,-11.097,145.075,0.382,0.428,0.282,0.148,0.0278,"['glam rock', 'mellow gold', 'piano rock', 'rock']",1970
The Police,Message In A Bottle,Spotify,False,290280,75,0.577,-7.04,151.008,0.0338,0.808,0.869,0.221,0.039,"['album rock', 'classic rock', 'permanent wave', 'rock']",1970
Chicago,If You Leave Me Now,Spotify,False,235373,75,0.434,-6.784,104.183,0.0197,0.563,0.275,0.128,0.0268,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",1970
Al Green,Let's Stay Together,Spotify,False,199396,74,0.756,-10.702,101.954,0.582,0.401,0.514,0.0541,0.0526,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul']",1970
Various Artists,Stayin' Alive,Spotify,False,92866,74,0.707,-19.793,103.644,0.113,0.535,0.641,0.0884,0.0436,[],1970
Lou Reed,Walk On the Wild Side,Spotify,False,254173,74,0.575,-16.729,104.522,0.683,0.318,0.385,0.0934,0.109,"['classic rock', 'glam rock', 'permanent wave', 'rock', 'singer-songwriter']",1970
ABBA,Take A Chance On Me,Spotify,False,243933,74,0.684,-8.123,107.064,0.163,0.675,0.924,0.242,0.0257,"['europop', 'swedish pop']",1970
The Rolling Stones,Beast Of Burden - Remastered 1994,Spotify,False,265173,74,0.784,-3.862,100.622,0.39,0.879,0.893,0.0426,0.0308,"['album rock', 'british invasion', 'classic rock', 'rock']",1970
Bob Seger,Old Time Rock & Roll,Spotify,False,194146,74,0.714,-2.947,124.13,0.206,0.937,0.964,0.0731,0.0399,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'hard rock']",1970
Don McLean,American Pie,Spotify,False,516893,74,0.529,-11.709,138.453,0.7,0.482,0.492,0.0842,0.0599,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",1970
Heart,Barracuda,Spotify,False,261933,74,0.548,-13.553,137.145,0.015,0.691,0.667,0.144,0.0369,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold']",1970
Pink Floyd,"Another Brick in the Wall, Pt. 2",Spotify,False,238746,74,0.693,-15.882,104.114,0.0782,0.394,0.721,0.247,0.0428,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock']",1970
Supertramp,Give A Little Bit,Spotify,False,248173,73,0.531,-5.358,90.767,0.0694,0.818,0.471,0.263,0.0452,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold']",1970
Steve Miller Band,The Joker,Spotify,False,264503,73,0.596,-9.616,83.293,0.365,0.448,0.796,0.206,0.0396,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold']",1970
Michael Jackson,Don't Stop 'Til You Get Enough,Spotify,False,365466,73,0.878,-9.875,118.881,0.126,0.821,0.947,0.183,0.089,"['r&b', 'soul']",1970
David Bowie,Heroes - 2017 Remaster,Spotify,False,371413,73,0.489,-6.491,112.113,0.000678,0.758,0.435,0.092,0.0297,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",1970
Rupert Holmes,Escape (The Pina Colada Song),Spotify,False,276493,73,0.835,-13.668,138.711,0.469,0.509,0.949,0.0436,0.0548,['yacht rock'],1970
Blue Swede,Hooked On A Feeling,Spotify,False,172866,73,0.547,-6.728,118.208,0.261,0.82,0.933,0.3,0.0805,['classic swedish pop'],1970
Eric Clapton,Wonderful Tonight,Spotify,False,225026,72,0.572,-15.625,95.542,0.649,0.214,0.485,0.125,0.0293,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",1970
Supertramp,Breakfast In America - 2010 Remastered,Spotify,False,159346,73,0.532,-5.886,75.14,0.425,0.663,0.756,0.0734,0.0292,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold']",1970
Simon & Garfunkel,Cecilia,Spotify,False,174826,72,0.755,-8.867,102.762,0.357,0.876,0.954,0.22,0.0362,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold']",1970
KISS,Rock And Roll All Nite,Spotify,False,168840,72,0.654,-5.906,144.769,0.0474,0.929,0.902,0.0538,0.0998,"['glam rock', 'hard rock', 'rock']",1970
The Clash,London Calling - Remastered,Spotify,False,200480,72,0.651,-7.34,133.769,0.123,0.801,0.776,0.0825,0.0514,"['alternative rock', 'permanent wave', 'punk', 'rock']",1970
Fleetwood Mac,Don't Stop - 2004 Remaster,Spotify,False,193346,72,0.671,-7.724,118.745,0.0393,0.71,0.834,0.0387,0.0356,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",1970
The Emotions,Best of My Love,Spotify,False,220560,72,0.784,-6.865,115.443,0.447,0.713,0.97,0.0904,0.0339,"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group']",1970
Queen,We Are The Champions - Remastered 2011,Spotify,False,179200,72,0.268,-6.94,64.177,0.378,0.459,0.175,0.118,0.0346,"['classic rock', 'glam rock', 'rock']",1970
Natalie Cole,This Will Be (An Everlasting Love),Spotify,False,171960,72,0.685,-11.146,126.739,0.228,0.623,0.896,0.0295,0.042,"['adult standards', 'disco', 'quiet storm', 'soft rock', 'soul']",1970
The Who,Baba O'Riley,Spotify,False,300400,72,0.489,-8.367,117.292,0.313,0.724,0.15,0.287,0.0352,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",1970
Patrick Hernandez,Born to Be Alive - The Original,Spotify,False,188133,72,0.704,-5.808,131.468,0.0834,0.868,0.808,0.206,0.0315,"['disco', 'hi-nrg']",1970
Elton John,Crocodile Rock,Spotify,False,235440,72,0.621,-7.284,149.908,0.0264,0.8,0.968,0.059,0.0344,"['glam rock', 'mellow gold', 'piano rock', 'rock']",1970
America,Ventura Highway,Spotify,False,211680,72,0.611,-5.929,130.705,0.104,0.761,0.838,0.122,0.0283,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock']",1970
The Bellamy Brothers,Let Your Love Flow,Spotify,False,196826,71,0.596,-5.224,108.194,0.0367,0.897,0.853,0.151,0.0402,"['classic country pop', 'country', 'country rock']",1970
Various Artists,Hopelessly Devoted To You - From “Grease”,Spotify,False,185360,71,0.59,-13.101,110.581,0.292,0.338,0.322,0.121,0.03,[],1970
Bobby Caldwell,What You Won't Do for Love,Spotify,False,286493,71,0.642,-16.843,84.082,0.462,0.396,0.797,0.106,0.0642,['yacht rock'],1970
Queen,Somebody To Love - Remastered 2011,Spotify,False,296480,71,0.406,-7.024,109.266,0.186,0.698,0.333,0.233,0.0624,"['classic rock', 'glam rock', 'rock']",1970
Supertramp,The Logical Song - Remastered 2010,Spotify,False,251253,71,0.625,-6.213,119.719,0.512,0.758,0.695,0.153,0.0463,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold']",1970
Hot Chocolate,You Sexy Thing,Spotify,False,244920,71,0.791,-5.465,105.853,0.523,0.733,0.962,0.167,0.0633,['disco'],1970
Eagles,One of These Nights - 2013 Remaster,Spotify,False,291685,71,0.655,-10.385,110.061,0.0603,0.606,0.765,0.0757,0.0285,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock']",1970
Paul Simon,50 Ways to Leave Your Lover,Spotify,False,217346,71,0.815,-12.814,101.684,0.166,0.372,0.293,0.0767,0.0752,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave']",1970
Edison Lighthouse,Love Grows (Where My Rosemary Goes),Spotify,False,174760,71,0.568,-4.613,108.625,0.403,0.824,0.753,0.0855,0.0299,[],1970
Roberta Flack,Killing Me Softly With His Song,Spotify,False,286920,70,0.476,-10.238,121.948,0.727,0.381,0.33,0.0614,0.0342,"['adult standards', 'classic soul', 'disco', 'quiet storm', 'soft rock']",1970
The Doors,Riders on the Storm,Spotify,False,434720,70,0.55,-11.729,103.886,0.25,0.722,0.716,0.11,0.0283,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock']",1970
Bee Gees,Tragedy,Spotify,False,303333,70,0.665,-10.792,117.954,0.0871,0.532,0.825,0.296,0.0278,"['disco', 'mellow gold', 'soft rock']",1970
Gerry Rafferty,Right Down the Line,Spotify,False,267773,70,0.783,-15.091,128.226,0.213,0.322,0.77,0.114,0.0343,"['art rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock']",1970
The Rolling Stones,Angie - Remastered 2009,Spotify,False,272000,70,0.429,-6.128,136.302,0.67,0.554,0.407,0.105,0.0291,"['album rock', 'british invasion', 'classic rock', 'rock']",1970
The Doobie Brothers,Long Train Runnin',Spotify,False,207266,70,0.575,-7.275,117.399,0.0916,0.912,0.843,0.0562,0.0393,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold']",1970
Thin Lizzy,The Boys Are Back In Town,Spotify,False,266720,70,0.445,-9.803,80.823,0.234,0.706,0.768,0.205,0.0461,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock']",1970
Iggy Pop,The Passenger,Spotify,False,283360,70,0.498,-5.413,134.882,0.0937,0.889,0.696,0.734,0.0544,"['alternative rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",1970
Foreigner,Cold as Ice,Spotify,False,203133,70,0.562,-7.063,130.753,0.0264,0.609,0.512,0.17,0.0271,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold']",1970
Ram Jam,Black Betty,Spotify,False,238973,70,0.465,-6.404,117.293,0.0241,0.907,0.681,0.13,0.113,['southern rock'],1970
Wild Cherry,Play That Funky Music,Spotify,False,300000,70,0.814,-12.068,109.394,0.0435,0.672,0.933,0.061,0.0619,"['disco', 'funk rock']",1970
Bread,Everything I Own,Spotify,False,187000,69,0.365,-13.406,79.241,0.735,0.338,0.446,0.104,0.0322,"['mellow gold', 'soft rock']",1970
Derek & The Dominos,Layla,Spotify,False,423840,69,0.404,-3.88,115.669,0.577,0.902,0.497,0.287,0.0665,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock']",1970
Dolly Parton,Jolene,Spotify,False,161533,69,0.674,-10.971,110.578,0.566,0.537,0.809,0.131,0.0363,"['classic country pop', 'country', 'country dawn']",1970
